,Idx,power,voltage
1562109262,866131033548393,0,227
1562109322,866131033548393,0,227
1562109382,866131033548393,0,228
1562109442,866131033548393,0,228
1562109503,866131033548393,0,228
1562109568,866131033548393,0,0
1562109628,866131033548393,0,225
1562109689,866131033548393,0,228
1562109749,866131033548393,0,227
1562109809,866131033548393,0,226
1562109869,866131033548393,0,226
1562109929,866131033548393,0,226
1562109989,866131033548393,0,226
1562110049,866131033548393,0,226
1562110109,866131033548393,0,226
1562110169,866131033548393,0,226
1562110229,866131033548393,0,226
1562110289,866131033548393,0,226
1562110349,866131033548393,0,226
1562110409,866131033548393,0,228
1562110469,866131033548393,0,228
1562110529,866131033548393,0,228
1562110589,866131033548393,0,227
1562110649,866131033548393,0,228
1562110709,866131033548393,0,228
1562110769,866131033548393,0,228
1562110829,866131033548393,0,227
1562110889,866131033548393,0,227
1562110949,866131033548393,0,228
1562111009,866131033548393,0,228
1562111069,866131033548393,0,228
1562111129,866131033548393,0,228
1562111189,866131033548393,0,228
1562111249,866131033548393,0,228
1562111309,866131033548393,0,228
1562111369,866131033548393,0,228
1562111429,866131033548393,0,228
1562111489,866131033548393,0,228
1562111549,866131033548393,0,228
1562111609,866131033548393,0,228
1562111669,866131033548393,0,228
1562111729,866131033548393,0,228
1562111789,866131033548393,0,228
1562111849,866131033548393,0,228
1562111909,866131033548393,0,228
1562111969,866131033548393,0,228
1562112029,866131033548393,0,228
1562112089,866131033548393,0,227
1562112149,866131033548393,0,226
1562112209,866131033548393,0,227
1562112269,866131033548393,0,227
1562112329,866131033548393,0,227
1562112389,866131033548393,0,227
1562112449,866131033548393,0,227
1562112509,866131033548393,0,227
1562112569,866131033548393,0,227
1562112629,866131033548393,0,227
1562112689,866131033548393,0,227
1562112749,866131033548393,0,228
1562112809,866131033548393,0,228
1562112869,866131033548393,0,228
1562112929,866131033548393,0,228
1562112989,866131033548393,0,228
1562113049,866131033548393,0,228
1562113109,866131033548393,0,228
1562113170,866131033548393,0,228
1562113230,866131033548393,0,228
1562113290,866131033548393,0,228
1562113350,866131033548393,0,228
1562113410,866131033548393,0,228
1562113470,866131033548393,0,228
1562113530,866131033548393,0,229
1562113590,866131033548393,0,228
1562113650,866131033548393,0,229
1562113710,866131033548393,0,228
1562113770,866131033548393,0,228
1562113830,866131033548393,0,229
1562113890,866131033548393,0,229
1562113950,866131033548393,0,228
1562114010,866131033548393,0,228
1562114070,866131033548393,0,228
1562114130,866131033548393,0,228
1562114190,866131033548393,0,228
1562114250,866131033548393,0,228
1562114310,866131033548393,0,228
1562114370,866131033548393,0,228
1562114430,866131033548393,0,228
1562114490,866131033548393,0,227
1562114550,866131033548393,0,228
1562114610,866131033548393,0,228
1562114670,866131033548393,0,228
1562114730,866131033548393,0,228
1562114790,866131033548393,0,228
1562114850,866131033548393,0,228
1562114910,866131033548393,0,228
1562114970,866131033548393,0,228
1562115030,866131033548393,0,228
1562115090,866131033548393,0,228
1562115150,866131033548393,0,228
1562115210,866131033548393,0,228
1562115270,866131033548393,0,226
1562115330,866131033548393,0,225
1562115390,866131033548393,0,225
1562115450,866131033548393,0,225
1562115510,866131033548393,0,226
1562115570,866131033548393,0,226
1562115630,866131033548393,0,226
1562115690,866131033548393,0,226
1562115750,866131033548393,0,226
1562115810,866131033548393,0,226
1562115870,866131033548393,0,226
1562115930,866131033548393,0,226
1562115990,866131033548393,0,226
1562116050,866131033548393,0,226
1562116110,866131033548393,0,226
1562116170,866131033548393,0,226
1562116230,866131033548393,0,226
1562116290,866131033548393,0,226
1562116350,866131033548393,0,226
1562116410,866131033548393,0,226
1562116470,866131033548393,0,226
1562116530,866131033548393,0,226
1562116590,866131033548393,0,226
1562116650,866131033548393,0,226
1562116710,866131033548393,0,226
1562116771,866131033548393,0,226
1562116831,866131033548393,0,226
1562116891,866131033548393,0,226
1562116951,866131033548393,0,226
1562117011,866131033548393,0,226
1562117071,866131033548393,0,225
1562117131,866131033548393,0,225
1562117191,866131033548393,0,225
1562117251,866131033548393,0,225
1562117311,866131033548393,0,225
1562117371,866131033548393,0,225
1562117431,866131033548393,0,225
1562117491,866131033548393,0,225
1562117551,866131033548393,0,225
1562117611,866131033548393,0,225
1562117671,866131033548393,0,225
1562117731,866131033548393,0,226
1562117791,866131033548393,0,226
1562117851,866131033548393,0,226
1562117911,866131033548393,0,226
1562117971,866131033548393,0,226
1562118031,866131033548393,0,226
1562118091,866131033548393,0,226
1562118151,866131033548393,0,226
1562118211,866131033548393,0,226
1562118271,866131033548393,0,226
1562118331,866131033548393,0,226
1562118391,866131033548393,0,226
1562118451,866131033548393,0,226
1562118511,866131033548393,0,226
1562118571,866131033548393,0,226
1562118631,866131033548393,0,226
1562118691,866131033548393,0,226
1562118751,866131033548393,0,226
1562118811,866131033548393,0,226
1562118871,866131033548393,0,226
1562118931,866131033548393,0,226
1562118991,866131033548393,0,226
1562119051,866131033548393,0,226
1562119111,866131033548393,0,226
1562119171,866131033548393,0,225
1562119231,866131033548393,0,225
1562119291,866131033548393,0,225
1562119351,866131033548393,0,225
1562119411,866131033548393,0,225
1562119471,866131033548393,0,225
1562119531,866131033548393,0,225
1562119591,866131033548393,0,225
1562119651,866131033548393,0,225
1562119711,866131033548393,0,225
1562119771,866131033548393,0,226
1562119831,866131033548393,0,226
1562119891,866131033548393,0,226
1562119951,866131033548393,0,226
1562120011,866131033548393,0,226
1562120071,866131033548393,0,226
1562120131,866131033548393,0,226
1562120191,866131033548393,0,226
1562120251,866131033548393,0,226
1562120311,866131033548393,0,226
1562120372,866131033548393,0,226
1562120432,866131033548393,0,226
1562120492,866131033548393,0,226
1562120552,866131033548393,0,226
1562120612,866131033548393,0,226
1562120672,866131033548393,0,226
1562120732,866131033548393,0,226
1562120792,866131033548393,0,226
1562120852,866131033548393,0,226
1562120912,866131033548393,0,226
1562120972,866131033548393,0,226
1562121032,866131033548393,0,226
1562121092,866131033548393,0,225
1562121152,866131033548393,0,225
1562121212,866131033548393,0,225
1562121272,866131033548393,0,225
1562121332,866131033548393,0,225
1562121392,866131033548393,0,225
1562121452,866131033548393,0,226
1562121512,866131033548393,0,226
1562121572,866131033548393,0,226
1562121632,866131033548393,0,226
1562121692,866131033548393,0,225
1562121752,866131033548393,0,226
1562121812,866131033548393,0,226
1562121872,866131033548393,0,227
1562121932,866131033548393,0,226
1562121992,866131033548393,0,226
1562122052,866131033548393,0,226
1562122112,866131033548393,0,226
1562122172,866131033548393,0,226
1562122232,866131033548393,0,227
1562122292,866131033548393,0,225
1562122352,866131033548393,0,226
1562122412,866131033548393,0,226
1562122472,866131033548393,0,226
1562122532,866131033548393,0,226
1562122592,866131033548393,0,226
1562122652,866131033548393,0,226
1562122712,866131033548393,0,226
1562122772,866131033548393,0,226
1562122832,866131033548393,0,226
1562122892,866131033548393,0,226
1562122952,866131033548393,0,226
1562123012,866131033548393,0,226
1562123072,866131033548393,0,226
1562123132,866131033548393,0,225
1562123192,866131033548393,0,225
1562123252,866131033548393,0,225
1562123312,866131033548393,0,226
1562123372,866131033548393,0,226
1562123432,866131033548393,0,226
1562123552,866131033548393,0,226
1562123612,866131033548393,0,226
1562123672,866131033548393,0,226
1562123732,866131033548393,0,227
1562123792,866131033548393,0,226
1562123852,866131033548393,0,226
1562123912,866131033548393,0,226
1562123973,866131033548393,0,226
1562124033,866131033548393,0,226
1562124093,866131033548393,0,226
1562124153,866131033548393,0,226
1562124213,866131033548393,0,226
1562124273,866131033548393,0,226
1562124333,866131033548393,0,227
1562124393,866131033548393,0,226
1562124453,866131033548393,0,226
1562124513,866131033548393,0,226
1562124573,866131033548393,0,226
1562124633,866131033548393,0,226
1562124693,866131033548393,0,226
1562124753,866131033548393,0,226
1562124813,866131033548393,0,226
1562124873,866131033548393,0,226
1562124933,866131033548393,0,226
1562124993,866131033548393,0,226
1562125053,866131033548393,0,226
1562125113,866131033548393,0,226
1562125173,866131033548393,0,226
1562125233,866131033548393,0,226
1562125293,866131033548393,0,226
1562125353,866131033548393,0,226
1562125413,866131033548393,0,226
1562125473,866131033548393,0,226
1562125533,866131033548393,0,227
1562125593,866131033548393,0,227
1562125653,866131033548393,0,227
1562125713,866131033548393,0,227
1562125773,866131033548393,0,227
1562125833,866131033548393,0,225
1562125893,866131033548393,0,227
1562125953,866131033548393,0,227
1562126013,866131033548393,0,227
1562126073,866131033548393,0,227
1562126133,866131033548393,0,227
1562126193,866131033548393,0,227
1562126253,866131033548393,0,227
1562126313,866131033548393,0,227
1562126373,866131033548393,0,227
1562126433,866131033548393,0,227
1562126493,866131033548393,0,227
1562126553,866131033548393,0,227
1562126613,866131033548393,0,227
1562126673,866131033548393,0,226
1562126733,866131033548393,0,226
1562126793,866131033548393,0,226
1562126853,866131033548393,0,227
1562126913,866131033548393,0,226
1562126973,866131033548393,0,226
1562127033,866131033548393,0,226
1562127093,866131033548393,0,226
1562127153,866131033548393,0,227
1562127213,866131033548393,0,227
1562127273,866131033548393,0,226
1562127333,866131033548393,0,226
1562127393,866131033548393,0,226
1562127453,866131033548393,0,226
1562127513,866131033548393,0,227
1562127574,866131033548393,0,227
1562127634,866131033548393,0,227
1562127694,866131033548393,0,226
1562127754,866131033548393,0,226
1562127814,866131033548393,0,227
1562127874,866131033548393,0,227
1562127934,866131033548393,0,227
1562127994,866131033548393,0,227
1562128054,866131033548393,0,227
1562128114,866131033548393,0,227
1562128174,866131033548393,0,227
1562128234,866131033548393,0,226
1562128294,866131033548393,0,226
1562128354,866131033548393,0,226
1562128414,866131033548393,0,226
1562128474,866131033548393,0,226
1562128534,866131033548393,0,226
1562128594,866131033548393,0,226
1562128654,866131033548393,0,226
1562128714,866131033548393,0,226
1562128774,866131033548393,0,226
1562128834,866131033548393,0,226
1562128894,866131033548393,0,226
1562128954,866131033548393,0,227
1562129014,866131033548393,0,227
1562129074,866131033548393,0,227
1562129134,866131033548393,0,227
1562129194,866131033548393,0,227
1562129254,866131033548393,0,227
1562129314,866131033548393,0,227
1562129374,866131033548393,0,227
1562129434,866131033548393,0,227
1562129494,866131033548393,0,227
1562129554,866131033548393,0,227
1562129614,866131033548393,0,227
1562129674,866131033548393,0,227
1562129734,866131033548393,0,227
1562129794,866131033548393,0,227
1562129854,866131033548393,0,227
1562129914,866131033548393,0,227
1562129974,866131033548393,0,227
1562130034,866131033548393,0,227
1562130094,866131033548393,0,226
1562130154,866131033548393,0,226
1562130214,866131033548393,0,226
1562130274,866131033548393,0,226
1562130334,866131033548393,0,226
1562130394,866131033548393,0,226
1562130454,866131033548393,0,226
1562130514,866131033548393,0,226
1562130574,866131033548393,0,226
1562130634,866131033548393,0,226
1562130694,866131033548393,0,226
1562130754,866131033548393,0,226
1562130814,866131033548393,0,226
1562130874,866131033548393,0,227
1562130934,866131033548393,0,227
1562130994,866131033548393,0,227
1562131054,866131033548393,0,227
1562131114,866131033548393,0,227
1562131175,866131033548393,0,227
1562131235,866131033548393,0,227
1562131295,866131033548393,0,227
1562131355,866131033548393,0,227
1562131415,866131033548393,0,227
1562131475,866131033548393,0,227
1562131535,866131033548393,0,228
1562131595,866131033548393,0,226
1562131655,866131033548393,0,227
1562131715,866131033548393,0,227
1562131775,866131033548393,0,227
1562131835,866131033548393,0,227
1562131895,866131033548393,0,227
1562131955,866131033548393,0,226
1562132015,866131033548393,0,226
1562132076,866131033548393,0,226
1562132136,866131033548393,0,226
1562132196,866131033548393,0,226
1562132256,866131033548393,0,226
1562132316,866131033548393,0,226
1562132376,866131033548393,0,226
1562132436,866131033548393,0,226
1562132496,866131033548393,0,226
1562132556,866131033548393,0,226
1562132616,866131033548393,0,226
1562132676,866131033548393,0,226
1562132736,866131033548393,0,226
1562132796,866131033548393,0,227
1562132856,866131033548393,0,227
1562132916,866131033548393,0,228
1562132976,866131033548393,0,227
1562133036,866131033548393,0,227
1562133096,866131033548393,0,227
1562133156,866131033548393,0,227
1562133216,866131033548393,0,227
1562133276,866131033548393,0,227
1562133336,866131033548393,0,228
1562133396,866131033548393,0,227
1562133456,866131033548393,0,227
1562133516,866131033548393,0,227
1562133576,866131033548393,0,227
1562133636,866131033548393,0,227
1562133696,866131033548393,0,227
1562133756,866131033548393,0,228
1562133816,866131033548393,0,228
1562133876,866131033548393,0,228
1562133936,866131033548393,0,227
1562133996,866131033548393,0,226
1562134056,866131033548393,0,226
1562134116,866131033548393,0,226
1562134176,866131033548393,0,226
1562134236,866131033548393,0,226
1562134296,866131033548393,0,226
1562134356,866131033548393,0,226
1562134416,866131033548393,0,226
1562134476,866131033548393,0,226
1562134536,866131033548393,0,226
1562134596,866131033548393,0,226
1562134656,866131033548393,0,226
1562134716,866131033548393,0,227
1562134777,866131033548393,0,227
1562134837,866131033548393,0,227
1562134897,866131033548393,0,227
1562134957,866131033548393,0,227
1562135017,866131033548393,0,227
1562135077,866131033548393,0,227
1562135137,866131033548393,0,227
1562135197,866131033548393,0,227
1562135257,866131033548393,0,227
1562135317,866131033548393,0,227
1562135377,866131033548393,0,227
1562135437,866131033548393,0,227
1562135497,866131033548393,0,227
1562135557,866131033548393,0,228
1562135617,866131033548393,0,228
1562135677,866131033548393,0,227
1562135737,866131033548393,0,227
1562135797,866131033548393,0,227
1562135857,866131033548393,0,226
1562135917,866131033548393,0,226
1562135977,866131033548393,0,226
1562136037,866131033548393,0,226
1562136097,866131033548393,0,226
1562136157,866131033548393,0,226
1562136217,866131033548393,0,226
1562136277,866131033548393,0,226
1562136337,866131033548393,0,226
1562136397,866131033548393,0,226
1562136457,866131033548393,0,226
1562136517,866131033548393,0,226
1562136577,866131033548393,0,226
1562136637,866131033548393,0,226
1562136697,866131033548393,0,227
1562136757,866131033548393,0,227
1562136817,866131033548393,0,227
1562136877,866131033548393,0,227
1562136937,866131033548393,0,227
1562136997,866131033548393,0,227
1562137057,866131033548393,0,227
1562137117,866131033548393,0,227
1562137177,866131033548393,0,227
1562137237,866131033548393,0,227
1562137297,866131033548393,0,227
1562137357,866131033548393,0,227
1562137417,866131033548393,0,227
1562137477,866131033548393,0,227
1562137537,866131033548393,0,227
1562137597,866131033548393,0,227
1562137657,866131033548393,0,227
1562137717,866131033548393,0,227
1562137777,866131033548393,0,228
1562137837,866131033548393,0,226
1562137897,866131033548393,0,226
1562137957,866131033548393,0,226
1562138017,866131033548393,0,226
1562138077,866131033548393,0,226
1562138137,866131033548393,0,226
1562138197,866131033548393,0,226
1562138257,866131033548393,0,226
1562138317,866131033548393,0,226
1562138459,866131033548393,0,223
1562138519,866131033548393,0,226
1562138579,866131033548393,0,226
1562138639,866131033548393,0,226
1562138699,866131033548393,0,226
1562138759,866131033548393,0,227
1562138819,866131033548393,0,227
1562138879,866131033548393,0,227
1562138939,866131033548393,0,227
1562138999,866131033548393,0,227
1562139059,866131033548393,0,227
1562139119,866131033548393,0,227
1562139179,866131033548393,0,227
1562139239,866131033548393,0,227
1562139299,866131033548393,0,227
1562139359,866131033548393,0,227
1562139419,866131033548393,0,227
1562139479,866131033548393,0,227
1562139539,866131033548393,0,227
1562139599,866131033548393,0,227
1562139659,866131033548393,0,226
1562139719,866131033548393,0,226
1562139779,866131033548393,0,226
1562139839,866131033548393,0,226
1562139899,866131033548393,0,226
1562139959,866131033548393,0,226
1562140019,866131033548393,0,226
1562140079,866131033548393,0,226
1562140139,866131033548393,0,226
1562140199,866131033548393,0,226
1562140259,866131033548393,0,226
1562140319,866131033548393,0,226
1562140379,866131033548393,0,226
1562140439,866131033548393,0,226
1562140499,866131033548393,0,226
1562140559,866131033548393,0,226
1562140619,866131033548393,0,227
1562140679,866131033548393,0,227
1562140739,866131033548393,0,227
1562140799,866131033548393,0,226
1562140859,866131033548393,0,226
1562140919,866131033548393,0,227
1562140979,866131033548393,0,227
1562141039,866131033548393,0,227
1562141099,866131033548393,0,227
1562141159,866131033548393,0,227
1562141219,866131033548393,0,227
1562141279,866131033548393,0,227
1562141339,866131033548393,0,227
1562141399,866131033548393,0,227
1562141459,866131033548393,0,227
1562141519,866131033548393,0,226
1562141579,866131033548393,0,226
1562141639,866131033548393,0,226
1562141699,866131033548393,0,226
1562141759,866131033548393,0,226
1562141819,866131033548393,0,226
1562141879,866131033548393,0,226
1562141939,866131033548393,0,226
1562141999,866131033548393,0,226
1562142060,866131033548393,0,226
1562142120,866131033548393,0,226
1562142180,866131033548393,0,226
1562142240,866131033548393,0,226
1562142300,866131033548393,0,226
1562142360,866131033548393,0,226
1562142420,866131033548393,0,226
1562142480,866131033548393,0,226
1562142540,866131033548393,0,226
1562142600,866131033548393,0,226
1562142660,866131033548393,0,226
1562142720,866131033548393,0,226
1562142780,866131033548393,0,226
1562142840,866131033548393,0,226
1562142900,866131033548393,0,226
1562142960,866131033548393,0,226
1562143020,866131033548393,0,226
1562143080,866131033548393,0,226
1562143140,866131033548393,0,226
1562143200,866131033548393,0,226
1562143344,866131033548393,0,223
1562143404,866131033548393,0,226
1562143464,866131033548393,0,226
1562143524,866131033548393,0,226
1562143584,866131033548393,0,226
1562143644,866131033548393,0,226
1562143704,866131033548393,0,226
1562143764,866131033548393,0,226
1562143824,866131033548393,0,226
1562143884,866131033548393,0,226
1562143944,866131033548393,0,226
1562144004,866131033548393,0,226
1562144064,866131033548393,0,226
1562144124,866131033548393,0,226
1562144184,866131033548393,0,226
1562144244,866131033548393,0,226
1562144304,866131033548393,0,226
1562144364,866131033548393,0,226
1562144424,866131033548393,0,226
1562144484,866131033548393,0,226
1562144544,866131033548393,0,226
1562144604,866131033548393,0,226
1562144664,866131033548393,0,226
1562144724,866131033548393,0,226
1562144784,866131033548393,0,226
1562144844,866131033548393,0,226
1562144904,866131033548393,0,226
1562144964,866131033548393,0,227
1562145024,866131033548393,0,227
1562145084,866131033548393,0,226
1562145144,866131033548393,0,226
1562145204,866131033548393,0,226
1562145264,866131033548393,0,226
1562145324,866131033548393,0,226
1562145384,866131033548393,0,226
1562145444,866131033548393,0,226
1562145504,866131033548393,0,226
1562145564,866131033548393,0,226
1562145624,866131033548393,0,226
1562145684,866131033548393,0,226
1562145744,866131033548393,0,226
1562145804,866131033548393,0,226
1562145864,866131033548393,0,226
1562145924,866131033548393,0,226
1562145984,866131033548393,0,226
1562146044,866131033548393,0,226
1562146104,866131033548393,0,225
1562146164,866131033548393,0,225
1562146224,866131033548393,0,226
1562146284,866131033548393,0,225
1562146344,866131033548393,0,225
1562146404,866131033548393,0,225
1562146464,866131033548393,0,225
1562146524,866131033548393,0,226
1562146584,866131033548393,0,225
1562146644,866131033548393,0,225
1562146704,866131033548393,0,225
1562146764,866131033548393,0,226
1562146824,866131033548393,0,226
1562146884,866131033548393,0,226
1562146945,866131033548393,0,225
1562147005,866131033548393,0,225
1562147065,866131033548393,0,225
1562147125,866131033548393,0,225
1562147185,866131033548393,0,225
1562147245,866131033548393,0,225
1562147305,866131033548393,0,225
1562147365,866131033548393,0,225
1562147425,866131033548393,0,225
1562147485,866131033548393,0,225
1562147545,866131033548393,0,224
1562147605,866131033548393,0,224
1562147665,866131033548393,0,224
1562147725,866131033548393,0,224
1562147785,866131033548393,0,224
1562147845,866131033548393,0,224
1562147905,866131033548393,0,224
1562147965,866131033548393,0,224
1562148025,866131033548393,0,224
1562148085,866131033548393,0,224
1562148145,866131033548393,0,224
1562148205,866131033548393,0,224
1562148265,866131033548393,0,224
1562148325,866131033548393,0,227
1562148385,866131033548393,0,227
1562148445,866131033548393,0,227
1562148505,866131033548393,0,226
1562148565,866131033548393,0,224
1562148625,866131033548393,0,225
1562148685,866131033548393,0,224
1562148745,866131033548393,0,224
1562148805,866131033548393,0,224
1562148865,866131033548393,0,224
1562148925,866131033548393,0,224
1562148985,866131033548393,0,224
1562149045,866131033548393,0,223
1562149105,866131033548393,0,226
1562149165,866131033548393,0,226
1562149225,866131033548393,0,226
1562149285,866131033548393,0,226
1562149345,866131033548393,0,226
1562149405,866131033548393,0,226
1562149465,866131033548393,0,226
1562149525,866131033548393,0,225
1562149585,866131033548393,0,225
1562149645,866131033548393,0,225
1562149705,866131033548393,0,225
1562149765,866131033548393,0,225
1562149825,866131033548393,0,225
1562149885,866131033548393,0,225
1562149945,866131033548393,0,226
1562150005,866131033548393,0,227
1562150065,866131033548393,0,225
1562150125,866131033548393,0,224
1562150185,866131033548393,0,224
1562150245,866131033548393,0,224
1562150305,866131033548393,0,225
1562150365,866131033548393,0,225
1562150425,866131033548393,0,225
1562150485,866131033548393,0,225
1562150546,866131033548393,0,225
1562150606,866131033548393,0,225
1562150666,866131033548393,0,225
1562150726,866131033548393,0,225
1562150786,866131033548393,0,225
1562150846,866131033548393,0,226
1562150906,866131033548393,0,226
1562150966,866131033548393,0,225
1562151026,866131033548393,0,225
1562151086,866131033548393,0,225
1562151146,866131033548393,0,226
1562151206,866131033548393,0,228
1562151266,866131033548393,0,225
1562151326,866131033548393,0,225
1562151386,866131033548393,0,225
1562151446,866131033548393,0,225
1562151506,866131033548393,0,225
1562151566,866131033548393,0,225
1562151626,866131033548393,0,225
1562151686,866131033548393,0,225
1562151746,866131033548393,0,224
1562151806,866131033548393,0,223
1562151866,866131033548393,0,223
1562151926,866131033548393,0,227
1562151986,866131033548393,0,225
1562152046,866131033548393,0,225
1562152106,866131033548393,0,225
1562152166,866131033548393,0,225
1562152226,866131033548393,0,224
1562152286,866131033548393,0,223
1562152346,866131033548393,0,224
1562152406,866131033548393,0,224
1562152466,866131033548393,0,224
1562152526,866131033548393,0,225
1562152586,866131033548393,0,224
1562152646,866131033548393,0,224
1562152706,866131033548393,0,224
1562152766,866131033548393,0,224
1562152826,866131033548393,0,224
1562152886,866131033548393,0,224
1562152946,866131033548393,0,224
1562153006,866131033548393,0,225
1562153066,866131033548393,0,227
1562153126,866131033548393,0,227
1562153186,866131033548393,0,227
1562153246,866131033548393,0,227
1562153306,866131033548393,0,227
1562153366,866131033548393,0,227
1562153426,866131033548393,0,227
1562153486,866131033548393,0,227
1562153546,866131033548393,0,227
1562153606,866131033548393,0,227
1562153666,866131033548393,0,225
1562153726,866131033548393,0,225
1562153786,866131033548393,0,225
1562153846,866131033548393,0,224
1562153906,866131033548393,0,223
1562153966,866131033548393,0,223
1562154026,866131033548393,0,223
1562154086,866131033548393,0,223
1562154147,866131033548393,0,223
1562154207,866131033548393,0,223
1562154267,866131033548393,0,224
1562154327,866131033548393,0,224
1562154387,866131033548393,0,224
1562154447,866131033548393,0,224
1562154507,866131033548393,0,223
1562154567,866131033548393,0,223
1562154627,866131033548393,0,223
1562154687,866131033548393,0,223
1562154747,866131033548393,0,224
1562154807,866131033548393,0,224
1562154867,866131033548393,0,224
1562154927,866131033548393,0,224
1562154987,866131033548393,0,224
1562155047,866131033548393,0,224
1562155107,866131033548393,0,223
1562155167,866131033548393,0,223
1562155227,866131033548393,0,223
1562155287,866131033548393,0,223
1562155347,866131033548393,0,224
1562155407,866131033548393,0,224
1562155467,866131033548393,0,227
1562155527,866131033548393,0,226
1562155587,866131033548393,0,226
1562155647,866131033548393,0,226
1562155707,866131033548393,0,226
1562155767,866131033548393,0,226
1562155827,866131033548393,0,226
1562155887,866131033548393,0,225
1562155947,866131033548393,0,226
1562156007,866131033548393,0,226
1562156067,866131033548393,0,226
1562156127,866131033548393,0,226
1562156187,866131033548393,0,226
1562156247,866131033548393,0,226
1562156307,866131033548393,0,226
1562156367,866131033548393,0,226
1562156427,866131033548393,0,226
1562156487,866131033548393,0,226
1562156547,866131033548393,0,226
1562156607,866131033548393,0,226
1562156667,866131033548393,0,226
1562156727,866131033548393,0,226
1562156787,866131033548393,0,226
1562156847,866131033548393,0,226
1562156907,866131033548393,0,226
1562156967,866131033548393,0,226
1562157027,866131033548393,0,226
1562157087,866131033548393,0,226
1562157147,866131033548393,0,226
1562157207,866131033548393,0,226
1562157267,866131033548393,0,226
1562157327,866131033548393,0,225
1562157387,866131033548393,0,225
1562157447,866131033548393,0,226
1562157507,866131033548393,0,226
1562157567,866131033548393,0,226
1562157627,866131033548393,0,226
1562157687,866131033548393,0,226
1562157748,866131033548393,0,226
1562157808,866131033548393,0,225
1562157868,866131033548393,0,226
1562157928,866131033548393,0,226
1562157988,866131033548393,0,226
1562158048,866131033548393,0,225
1562158108,866131033548393,0,225
1562158168,866131033548393,0,225
1562158228,866131033548393,0,225
1562158288,866131033548393,0,225
1562158348,866131033548393,0,225
1562158408,866131033548393,0,225
1562158468,866131033548393,0,225
1562158528,866131033548393,0,225
1562158588,866131033548393,0,225
1562158648,866131033548393,0,224
1562158708,866131033548393,0,224
1562158768,866131033548393,0,224
1562158828,866131033548393,0,224
1562158888,866131033548393,0,225
1562158948,866131033548393,0,226
1562159008,866131033548393,0,226
